_id,STATION,SITE_CODE,STNAME,WELL_NAME,LATITUDE,LONGITUDE,LLDATUM,POSACC,ELEV,ELEVDATUM,ELEVACC,COUNTY_NAME,BASIN_CODE,BASIN_NAME,WELL_DEPTH,WELL_USE,WELL_TYPE,WCR_NO,WDL,COMMENT
177,11N02E05C002M,388361N1217778W003,River Garden Farms Field 71-231 screen 216-226 ft bgs,RGF Field 71-231,38.836091000,-121.777839000,NAD83,"GPS, 10m",25.480,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,231.00000,Irrigation,Single Well, ,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N02E05C002M,Water Transfer Well
178,11N02E05F001M,388293N1217784W001,River Garden Farms Field 65 Well,RGF Field 65,38.829343000,-121.778414000,NAD83,"GPS, 10m",27.380,NAVD88,EST.CONTOUR <2M.,Yolo,5-021.67,Yolo,400.00000,Irrigation,Single Well,e0082145,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N02E05F001M,Water Transfer Well
179,11N03E02Q002M,388235N1216079W001,Sutter County MW-5A shallow screen 130 to 160 ft bgs,SCMW-5A,38.823235630,-121.607635400,NAD83,"Survey, 1m",24.710,,R.L. AT SURFACE,Sutter,5-021.64,North American,170.00000,Observation,Part of a nested/multi-completion well,WCR0016059,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E02Q002M,"11N03E02Q002M is part of a nested well.  Other wells in the nest are 11N03E02Q003M, 4, and 5M."
180,11N03E02Q003M,388235N1216079W002,Sutter County MW-5B Mid-Shallow screen 655-675 FT BGS,SCMW-5B,38.823235630,-121.607635400,NAD83,"Survey, 1m",24.710,,R.L. AT SURFACE,Sutter,5-021.64,North American,675.00000,Observation,Part of a nested/multi-completion well,WCR0016059,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E02Q003M,"11N03E02Q003M is part of a nested well.  Other wells in the nest are 11N03E02Q002M, 4, and 5M."
181,11N03E02Q004M,388235N1216079W003,Sutter County MW-5C Mid-Deep screen 910-920 FT BGS,SCMW-5C,38.823235630,-121.607635400,NAD83,"Survey, 1m",24.710,,R.L. AT SURFACE,Sutter,5-021.64,North American,930.00000,Observation,Part of a nested/multi-completion well,WCR0016059,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E02Q004M,"11N03E02Q004M is part of a nested well.  Other wells in the nest are 11N03E02Q002M, 3, and 5M."
182,11N03E02Q005M,388235N1216079W004,Sutter County MW-5D Deep screen 1205-1215 FT BGS,SCMW-5D,38.823235630,-121.607635400,NAD83,"Survey, 1m",24.710,,R.L. AT SURFACE,Sutter,5-021.64,North American,1225.00000,Observation,Part of a nested/multi-completion well,WCR0016059,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E02Q005M,"11N03E02Q005M is part of a nested well.  Other wells in the nest are 11N03E02Q002M, 3, and 4M."
183,11N03E27N500M,387628N1216350W001,Yolo Bypass Hydrogeologic Study Well 1B1 scr: 20-30 bgs,YBHC-1B1,38.762793710,-121.635011800,NAD83,"Survey, 1m",31.440,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,30.00000,Observation,Single Well,WCR2020-017141,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E27N500M,03/03/2025 Site Code repaired from 387627N1216350W001 to 387628N1216350W001
184,11N03E27N501M,387628N1216350W002,Yolo Bypass Hydrogeologic Study Well 1B2 scr: 40-50 bgs,YBHC-1B2,38.762808580,-121.635025600,NAD83,"Survey, 1m",31.660,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,50.00000,Observation,Single Well,WCR2020-017143,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E27N501M,"02/28/2025 repaired sitecode, changed from 387629N1216350W002 to 387628N1216350W002"
185,11N03E27N502M,387630N1216336W001,Yolo Bypass Hydrogeologic Study Well 1C1 scr: 24-34 bgs,YBHC-1C1,38.762976510,-121.633602100,NAD83,"Survey, 1m",32.590,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,34.00000,Observation,Single Well,WCR2021-001882,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E27N502M,"02/28/2025 repaired sitecode, changed from 387629N1216336W001 to 387630N1216336W001"
186,11N03E27N503M,387630N1216336W002,Yolo Bypass Hydrogeologic Study Well 1C2 scr: 40-50 bgs,YBHC-1C2,38.762982640,-121.633619300,NAD83,"Survey, 1m",32.620,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,50.00000,Observation,Single Well,WCR2021-001883,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E27N503M,"02/28/2025 repaired sitecode, changed from 387629N1216336W001 to 387630N1216336W001
02/28/2025 repaired sitecode, changed from 387629N1216336W002 to 387630N1216336W002
02/28/2025 repaired sitecode, changed from 387629N1216336W001 to 387630N1216336W001"
187,11N03E34D500M,387626N1216357W002,Yolo Bypass Hydrogeologic Study Well 1A2 scr: 40-45 bgs,YBHC-1A2,38.762659830,-121.635755500,NAD83,"Survey, 1m",29.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,45.00000,Observation,Single Well,WCR2023-001935,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E34D500M,
188,11N03E34D501M,387626N1216357W001,Yolo Bypass Hydrogeologic Study Well 1A1 scr: 20-25 bgs,YBHC-1A1,38.762664020,-121.635755375,NAD83,"Survey, 1m",29.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,25.00000,Observation,Single Well,WCR2023-001936,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E34D501M,
189,11N03E34N500M,387485N1216339W002,Yolo Bypass Hydrogeologic Study Well 2B2 scr: 45-55 bgs,YBHC-2B2,38.748543340,-121.633932800,NAD83,"Survey, 1m",29.360,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,55.00000,Observation,Single Well,WCR2021-001929,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E34N500M,
190,11N03E34N501M,387485N1216335W001,Yolo Bypass Hydrogeologic Study Well 2C1 scr: 24-34 bgs,YBHC-2C1,38.748532010,-121.633490800,NAD83,"Survey, 1m",28.640,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,34.00000,Observation,Single Well,WCR2021-002786,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E34N501M,3/4/25 - Site code repaired from 387485N1216334W001 to 387485N1216335W001
191,11N03E34N502M,387485N1216335W002,Yolo Bypass Hydrogeologic Study Well 2C2 scr: 45-55 bgs,YBHC-2C2,38.748531860,-121.633505400,NAD83,"Survey, 1m",28.710,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,55.00000,Observation,Single Well,WCR2021-002788,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E34N502M,"02/28/2025 repaired sitecode, changed from 387485N1216335W001 to 387630N1216336W002"
192,11N03E34N503M,387485N1216339W001,Yolo Bypass Hydrogeologic Study Well 2B1 scr: 20-30 bgs,YBHC-2B1,38.748541750,-121.633923000,NAD83,"Survey, 1m",29.290,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,30.00000,Observation,Single Well,WCR2021-001930,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E34N503M,
193,11N03E34N504M,387488N1216348W002,Yolo Bypass Hydrogeologic Study Well 2A2 scr: 45-50 bgs,YBHC-2A2,38.748861510,-121.634856100,NAD83,"Survey, 1m",22.500,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,50.00000,Observation,Single Well,WCR2023-002045,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E34N504M,
194,11N03E34N505M,387488N1216348W001,Yolo Bypass Hydrogeologic Study Well 2A1 scr: 20-25 bgs,YBHC-2A1,38.748867610,-121.634856700,NAD83,"Survey, 1m",22.500,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,25.00000,Observation,Single Well,WCR2023-002049,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E34N505M,
195,11N03E34N506M,387506N1216345W001,Yolo Bypass Hydrogeologic Study Well L1 scr: 125-135 bg,YBHC-L1,38.750678255,-121.634569697,NAD83,"Survey, 1m",44.389,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,135.00000,Observation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N03E34N506M,
196,11N04E04N001M,388260N1215394W001,Sutter Subsidence Well deep screen 880-890 ft bgs,SUT P4 deep,38.823611000,-121.543113000,NAD83,"GPS, 10m",31.000,,R.L. AT SURFACE,Sutter,5-021.64,North American,890.00000,Observation,Part of a nested/multi-completion well,WCR1993-003719,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N04E04N001M,"11N04E04N001M is part of a nested well.  Other wells in the nest are 11N04E04N002,3,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
197,11N04E04N002M,388260N1215394W002,Sutter Subsidence Well mid-deep screen 295-305 ft bgs,SUT P3 middle-deep,38.823611000,-121.543113000,NAD83,"GPS, 10m",31.000,,R.L. AT SURFACE,Sutter,5-021.64,North American,305.00000,Observation,Part of a nested/multi-completion well,WCR1993-003719,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N04E04N002M,"11N04E04N002M is part of a nested well.  Other wells in the nest are 11N04E04N001,3,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
198,11N04E04N003M,388260N1215394W003,Sutter Subsidence Well mid-shall screen 185-195 ft bgs,SUT P2 mid-shallow,38.823611000,-121.543113000,NAD83,"GPS, 10m",31.000,,R.L. AT SURFACE,Sutter,5-021.64,North American,195.00000,Observation,Part of a nested/multi-completion well,WCR1993-003719,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N04E04N003M,"11N04E04N003M is part of a nested well.  Other wells in the nest are 11N04E04N001,2,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
199,11N04E04N004M,388260N1215394W004,Sutter Subsidence Well shallow screen 110-120 ft bgs,SUT P1 shallow,38.823611000,-121.543113000,NAD83,"GPS, 10m",31.000,,R.L. AT SURFACE,Sutter,5-021.64,North American,120.00000,Observation,Part of a nested/multi-completion well,WCR1993-003719,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N04E04N004M,"11N04E04N004M is part of a nested well.  Other wells in the nest are 11N04E04N001,2,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
200,11N04E04N005M,,Sutter Land Subsidence Extensometer depth 1003 ft bgs,SUT Ext,38.823863000,-121.543073000,NAD83,"GPS, 10m",27.000,,EST.CONTOUR <2M.,Sutter,,,,,,,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N04E04N005M,"11N04E04N005M is the extensometer well that accompanies a nested monitoring well.  Wells in the nest are 11N04E04N001,2,3,4M."
201,11N28W36A001S,350028N1198118W001,CBGSA-01 Deep (902),CBGSA-01D,35.002845000,-119.811883000,NAD83,"Survey, 1m",0.000,,Unknown,San Luis Obispo,3-013,Cuyama Valley,375.00000,Observation,Part of a nested/multi-completion well,WCR2022-001153,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N28W36A001S,
202,11N28W36A002S,350028N1198118W002,CBGSA-01 Intermediate (901),CBGSA-01I,35.002845000,-119.811883000,NAD83,"Survey, 1m",0.000,,Unknown,San Luis Obispo,3-013,Cuyama Valley,215.00000,Observation,Part of a nested/multi-completion well,WCR2022-001153,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N28W36A002S,
203,11N28W36A003S,350028N1198118W003,CBGSA-01 Shallow (900),CBGSA-01S,35.002893000,-119.811860000,NAD83,"Survey, 1m",0.000,,Unknown,San Luis Obispo,3-013,Cuyama Valley,61.00000,Observation,Single Well,WCR2022-001158,https://wdl.water.ca.gov/StationDetails.aspx?Station=11N28W36A003S,
204,12N01E07N001M,388965N1219139W001,LCB Well 7 deep screen 700-710 ft bgs,LCB-7 Deep,38.896500000,-121.913900000,NAD83,"GPS, 10m",26.570,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,718.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01E07N001M,"12N01E07N001M is part of a nested well.  Other wells in the nest are 12N01E07N002,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
205,12N01E07N002M,388965N1219139W002,LCB Well 7 middle screen 420-430 ft bgs,LCB-7 Middle,38.896500000,-121.913900000,NAD83,"GPS, 10m",26.570,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,440.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01E07N002M,"12N01E07N002M is part of a nested well.  Other wells in the nest are 12N01E07N001,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
206,12N01E07N003M,388965N1219139W003,LCB Well 7 shallow screen 280-290 ft bgs,LCB-7 Shallow,38.896500000,-121.913900000,NAD83,"GPS, 10m",26.570,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,300.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01E07N003M,"12N01E07N003M is part of a nested well.  Other wells in the nest are 12N01E07N001,2M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
207,12N01E14R001M,388813N1218219W001,LCB Well 9 deep screen 525-545 ft bgs,LCB-9 Deep,38.881300000,-121.821900000,NAD83,"GPS, 10m",29.550,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,545.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01E14R001M,"12N01E14R001M is part of a nested well.  Other wells in the nest are 12N01E14R002,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
208,12N01E14R002M,388813N1218219W002,LCB Well 9 shallow screen 230-240 ft bgs,LCB-9 Shallow,38.881300000,-121.821900000,NAD83,"GPS, 10m",29.550,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,250.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01E14R002M,"12N01E14R002M is part of a nested well.  Other wells in the nest are 12N01E14R001,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
209,12N01E14R003M,388813N1218219W003,LCB Well 9 middle screen 360-370 ft bgs,LCB-9 Middle,38.881300000,-121.821900000,NAD83,"GPS, 10m",29.550,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,380.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01E14R003M,"12N01E14R003M is part of a nested well.  Other wells in the nest are 12N01E14R001,2M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
210,12N01W04M001M,389163N1219875W001,DWD Well 2 shallow scrn 135-155 ft bgs,DWD MW-2A,38.916277000,-121.987509000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,165.00000,Observation,Part of a nested/multi-completion well,E0117454,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W04M001M,"12N01W04M001M is part of a nested well.  Other wells in the nest are 12N01W04M002M, 12N01W04M003M."
211,12N01W04M002M,389163N1219875W002,DWD Well 2 Mid scrn 305-325 ft bgs,DWD MW-2B,38.916277000,-121.987509000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,335.00000,Observation,Part of a nested/multi-completion well,E0117454,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W04M002M,"12N01W04M002M is part of a nested well.  Other wells in the nest are 12N01W04M001M, 12N01W04M003M."
212,12N01W04M003M,389163N1219875W003,DWD Well 2 deep scrn 565-585 ft bgs,DWD MW-2C,38.916277000,-121.987509000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,595.00000,Observation,Part of a nested/multi-completion well,E0117454,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W04M003M,"12N01W04M003M is part of a nested well.  Other wells in the nest are 12N01W04M001M, 12N01W04M002M."
213,12N01W15N005M,388847N1219665W001,DWD Well 1 shallow scrn 146-166 ft bgs,DWD MW-1A,38.884710000,-121.966457000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,176.00000,Observation,Part of a nested/multi-completion well,E0119906,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W15N005M,"12N01W15N005M is part of a nested well.  Other wells in the nest are 12N01W15N006M,12N01W15N007M."
214,12N01W15N006M,388847N1219665W002,DWD Well 1 mid scrn 369-368 ft bgs,DWD MW-1B,38.884710000,-121.966457000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,399.00000,Observation,Part of a nested/multi-completion well,E0119906,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W15N006M,"12N01W15N006M is part of a nested well.  Other wells in the nest are 12N01W15N005M,12N01W15N007M."
215,12N01W15N007M,388847N1219665W003,DWD Well 1 deep scrn 542-562 ft bgs,DWD MW-1C,38.884710000,-121.966457000,NAD83,"Survey, 1m",62.100,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,572.00000,Observation,Part of a nested/multi-completion well,E0119906,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N01W15N007M,"12N01W15N007M is part of a nested well.  Other wells in the nest are 12N01W15N005M,12N01W15N006M."
216,12N02E21Q001M,388813N1217525W001,Sacramento River Well 1A shallow screen 54-64 ft bgs,SR-1A shallow,38.869027000,-121.752499000,NAD83,"GPS, 10m",32.710,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,68.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E21Q001M,"12N02E21Q001M is part of a nested well.  Other wells in the nest are 12N02E21Q002,3M."
217,12N02E21Q002M,388813N1217525W002,Sacramento River Well 1B middle screen 254-274 ft bgs,SR-1B middle,38.869027000,-121.752499000,NAD83,"GPS, 10m",32.710,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,279.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E21Q002M,"12N02E21Q002M is part of a nested well.  Other wells in the nest are 12N02E21Q001,3M."
218,12N02E21Q003M,388813N1217525W003,Sacramento River well 1C deep screen 548-568 ft bgs,SR-1C deep,38.869027000,-121.752499000,NAD83,"GPS, 10m",32.710,,R.L. AT SURFACE,Yolo,5-021.67,Yolo,573.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E21Q003M,"12N02E21Q003M is part of a nested well.  Other wells in the nest are 12N02E21Q001,2M."
219,12N02E23H001M,388761N1217094W001,Sutter County MW-2A shallow screen 120 to 140 ft bgs,SCMW-2A,38.876059000,-121.709429000,NAD83,"GPS, 10m",22.236,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,150.00000,Observation,Part of a nested/multi-completion well,WCR0132367,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E23H001M,"12N02E23H001M is part of a nested well.  Other wells in the nest are 12N02E23H002,3,4M."
220,12N02E23H002M,388761N1217094W002,Sutter County MW-2B mid-shall screen 260 to 280 ft bgs,SCMW-2B,38.876059000,-121.709429000,NAD83,"GPS, 10m",22.236,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,300.00000,Observation,Part of a nested/multi-completion well,WCR0132367,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E23H002M,"12N02E23H002M is part of a nested well.  Other wells in the nest are 12N02E23H001,3,4M."
221,12N02E23H003M,388761N1217094W003,Sutter County MW-2C mid-deep screen 570 to 590 ft bgs,SCMW-2C,38.876059000,-121.709429000,NAD83,"GPS, 10m",22.236,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,600.00000,Observation,Part of a nested/multi-completion well,WCR0132367,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E23H003M,"12N02E23H003M is part of a nested well.  Other wells in the nest are 12N02E23H001,2,4M."
222,12N02E23H004M,388761N1217094W004,Sutter County MW-2D deep screen 695 to 705 ft bgs,SCMW-2D,38.876059000,-121.709429000,NAD83,"GPS, 10m",22.236,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,705.00000,Observation,Part of a nested/multi-completion well,WCR0132367,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E23H004M,"12N02E23H004M is part of a nested well.  Other wells in the nest are 12N02E23H001,2,3M."
223,12N02E33P003M,388368N1217584W003,River Garden Farms Field 93-360 screen 320-350 ft bgs,RGF Field 93-360,38.836840000,-121.758433000,NAD83,"GPS, 10m",26.370,NAVD88,R.L. AT SURFACE,Yolo,5-021.67,Yolo,360.00000,Irrigation,Single Well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N02E33P003M,Water Transfer Well
224,12N04E03N001M,389116N1215238W001,American Basin Well 1 deep screen 950-970 ft bgs,AB-1 Deep,38.911600000,-121.523800000,NAD83,"GPS, 10m",48.960,,R.L. AT SURFACE,Sutter,5-021.64,North American,980.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E03N001M,"12N04E03N001M is part of a nested well.  Other wells in the nest are 12N04E03N002,3,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
225,12N04E03N002M,389116N1215238W002,American Basin Well 1 middle-deep screen 680-700 ft bgs,AB-1 Middle-Deep,38.911600000,-121.523800000,NAD83,"GPS, 10m",48.960,,R.L. AT SURFACE,Sutter,5-021.64,North American,710.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E03N002M,"12N04E03N002M is part of a nested well.  Other wells in the nest are 12N04E03N001,3,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
226,12N04E03N003M,389117N1215238W001,"Am. Basin Well 1  mid-shall scrn 390-400,510-520 ft bgs",AB-1 Middle-Shallow,38.911600000,-121.523800000,NAD83,"GPS, 10m",48.960,,R.L. AT SURFACE,Sutter,5-021.64,North American,530.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E03N003M,"12N04E03N003M is part of a nested well.  Other wells in the nest are 12N04E03N001,2,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
227,12N04E03N004M,389116N1215238W003,American Basin Well 1 shallow screen 170-180 ft bgs,AB-1 Shallow,38.911600000,-121.523800000,NAD83,"GPS, 10m",48.960,,R.L. AT SURFACE,Sutter,5-021.64,North American,190.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E03N004M,"12N04E03N004M is part of a nested well.  Other wells in the nest are 12N04E03N001,2,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
228,12N04E26J002M,388593N1214885W001,American Basin Well 2 deep screen 670-690 ft bgs,AB-2 Deep,38.859400000,-121.488500000,NAD83,"GPS, 10m",51.620,,R.L. AT SURFACE,Sutter,5-021.64,North American,700.00000,Observation,Part of a nested/multi-completion well,51-1072,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E26J002M,"12N04E26J002M is part of a nested well.  Other wells in the nest are 12N04E26J003,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
229,12N04E26J003M,388593N1214885W002,"American Basin Well 2 mid screen 380-390,480-490 ft bgs",AB-2 Middle,38.859400000,-121.488500000,NAD83,"GPS, 10m",51.620,,R.L. AT SURFACE,Sutter,5-021.64,North American,500.00000,Observation,Part of a nested/multi-completion well,51-1073,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E26J003M,"12N04E26J003M is part of a nested well.  Other wells in the nest are 12N04E26J002,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
230,12N04E26J004M,388593N1214885W003,American Basin Well 2 shallow screen 135-145 ft bgs,AB-2 Shallow,38.859400000,-121.488500000,NAD83,"GPS, 10m",51.620,,R.L. AT SURFACE,Sutter,5-021.64,North American,155.00000,Observation,Part of a nested/multi-completion well,51-1074,https://wdl.water.ca.gov/StationDetails.aspx?Station=12N04E26J004M,"12N04E26J004M is part of a nested well.  Other wells in the nest are 12N04E26J002,3M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
231,13N01E21B002M,389689N1218653W002,LCB Well 2 Middle screen 313-333 ft bgs,LCB-2 Middle,38.968914000,-121.865290000,NAD83,"GPS, 10m",27.550,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,522.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E21B002M,"This well was drilled on 05/26-6/1/98 and constructed on 12/7-10/98 as part of a triple completion well. The Shallow and Deep zones were destroyed in 2010. Data logger in the shallow zone was deployed in 07/01/2009 by Northern Region. North Central Region took over data uploading responsibilities in Jan 2013. -ESmith (2/4/2013). DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
232,13N01E22A001M,389669N1218440W001,LCB Well 3 deep screen 670-680 ft bgs,LCB-3 Deep,38.966880000,-121.843915000,NAD83,"GPS, 10m",36.560,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,709.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E22A001M,"13N01E22A001M is part of a nested well.  The other well in the nest is 13N01E22A002M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
233,13N01E22A002M,389669N1218440W002,"LCB Well 3 shall scrn 410-420,480-490 ft bgs",LCB-3 Shallow,38.966880000,-121.843915000,NAD83,"GPS, 10m",36.560,,R.L. AT SURFACE,Colusa,5-021.52,Colusa,525.00000,Observation,Part of a nested/multi-completion well,,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E22A002M,"13N01E22A002M is part of a nested well.  The other well in the nest is 13N01E22A001M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
234,13N01E24G002M,389605N1218102W001,Flood Monitoring Well 1A deep screen 240-300 ft bgs,Flood MW-1A deep,38.960500000,-121.810200000,NAD83,"GPS, 10m",29.830,,R.L. AT SURFACE,Sutter,5-021.62,Sutter,310.00000,Observation,Part of a nested/multi-completion well,579929A,https://wdl.water.ca.gov/StationDetails.aspx?Station=13N01E24G002M,"13N01E24G002M is part of a nested well.  Other wells in the nest are 13N01E24G003,4M. DWR surveyed site, new elevation reflects surveyed results in 1/14/15 Sacramento Valley NCRO Well Site Survey Report"
